text,intent
i'll only go if we can stop at the office-license to pick up something to drink for tonight .,inform
you see ! everything happens for a reason ! we wouldn ’ t even have met if i hadn ’ t been in that car accident ten years ago !,inform
"oh , right . what time is it there ?",question
carry-on restrictions for air emirates,inform
i have confidence in you . believe in yourself .,inform
"regarding my name, whats it saved as",question
please confirm my reservation at brio for theodore,question
tell me about the reviews for olive garden,question
"well , i had a blood test last week . the doctor said that i have high blood pressure and my blood is thick and sticky . i'm very worried .",inform
"that ’ s pretty much how you feel about your step-mother . like grandmother , like grandson .",inform
can you put carrots on my shopping list,directive
you ’ re right . i wasn ’ t . i hear nothing .,inform
is this to go or to eat here ?,question
"can you flip a coin, i will take tails",inform
"one of my strengths is my ability to be flexible . i've seen companies go through many changes in structure and management philosophy . i've had to adjust my style to the new environment several times . as far as weaknesses , i really enjoy my work , and sometimes i put in too much time . but by being aware of my tendency to overwork , i have learned to pace myself more and work less overtime .",inform
but we need the wood .,inform
a meeting needs to be schedule and i need to know how,directive
how many subjects do they have to study ?,question
i will need to tear down that wall to fix that pipe .,directive
"the style is all right , but i'm not sure about the color . let me think for a while .",commissive
"for the later deposits , you can deposit any you want . even one yuan is ok .",inform
what does my white blood cell count tell him ?,question
you can't prove that by me . i saw the score on your report .,inform
i'm not practicing enough .,inform
have you every belonged to a political party ?,question
"if you walk down fair oaks to altadena drive , you can catch the 267 .",directive
when will the next boston marathon be,inform
"hello , come in , i've been waiting for you .",greeting
"it's got its own library , theatre , swimming pool , and a guest house . the house itself has about ten different rooms that are all hooked up to computers so you can get things done in each room through a remote control . it's also located near the sea , so he can park his boats next to his house . it's absolutely amazing !",inform
go ahead and cancel the reservation i made for 6:00 pm at parc,directive
who's coming ?,question
ok . please fill in the form first .,directive
on the contrary ! it really refreshes you and gets you ready to attack the day .,directive
do you have any sunscreen lotion ?,question
to think of it ! all my old silver ! it meant so much to me .,inform
hold on . we will be successful right away .,commissive
"yes , i'd like to know if there would be any future opportunities for specific training .",question
show me the way to jump start a battery,inform
has anybody spoken to him about it ?,inform
"well , this one might work for you .",directive
"great ! now , when can i go down there and use the stations ?",question
i just bought a new atlas . i ’ m looking this map of the world . look at russia ! that ’ s a vast country .,inform
